Time (h),Batch ID,Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
199.2,20,28.141,6.4966,298.02
199.4,20,28.165,6.499,297.9
199.6,20,28.189,6.5014,298.19
199.8,20,28.212,6.5022,297.99
200.0,20,28.236,6.5007,297.87
200.2,20,28.253,6.4991,297.94
200.4,20,28.269,6.4975,297.86
200.6,20,28.285,6.4956,297.97
200.8,20,28.3,6.4962,297.86
201.0,20,28.315,6.4981,298.08
201.2,20,28.329,6.4994,297.91
201.4,20,28.342,6.5023,298.31
201.6,20,28.355,6.5052,298.04
201.8,20,28.368,6.5059,297.86
202.0,20,28.382,6.5057,297.97
202.2,20,28.395,6.5031,297.83
202.4,20,28.409,6.4992,298.13
202.6,20,28.423,6.4919,297.93
202.8,20,28.436,6.4889,298.46
203.0,20,28.448,6.4874,298.13
203.2,20,28.46,6.4907,297.89
203.4,20,28.472,6.4946,298.07
203.6,20,28.484,6.5007,297.9
203.8,20,28.495,6.5063,298.31
204.0,20,28.505,6.512,298.04
204.2,20,28.516,6.5136,297.85
204.4,20,28.527,6.5117,298.0
204.6,20,28.538,6.508,297.85
204.8,20,28.55,6.5029,298.2
205.0,20,28.562,6.5006,297.97
205.2,20,28.574,6.4965,297.81
205.4,20,28.585,6.4937,297.94
205.6,20,28.596,6.4921,297.86
205.8,20,28.606,6.493,298.01
206.0,20,28.616,6.4971,297.89
206.2,20,28.626,6.4991,298.14
206.4,20,28.637,6.4989,297.96
206.6,20,28.648,6.499,297.83
206.8,20,28.658,6.5026,297.9
207.0,20,28.668,6.5047,297.82
207.2,20,28.679,6.5107,297.94
207.4,20,28.689,6.5149,297.87
207.6,20,28.7,6.5146,297.98
207.8,20,28.711,6.5128,297.88
208.0,20,28.722,6.5095,298.08
208.2,20,28.734,6.503,297.93
208.4,20,28.747,6.4979,298.27
208.6,20,28.758,6.4945,298.05
208.8,20,28.77,6.4916,297.88
209.0,20,28.782,6.4916,297.99
209.2,20,28.793,6.4941,297.87
209.4,20,28.804,6.501,298.12
209.6,20,28.814,6.5055,297.96
209.8,20,28.825,6.509,297.84
210.0,20,28.836,6.5095,297.93
210.2,20,28.847,6.5339,297.86
210.4,20,28.859,6.5486,297.98
210.6,20,28.872,6.549,297.88
210.8,20,28.887,6.5304,298.09
211.0,20,28.903,6.5008,297.95
211.2,20,28.918,6.4732,298.31
211.4,20,28.933,6.4565,298.09
211.6,20,28.947,6.4563,297.91
211.8,20,28.96,6.4704,298.05
212.0,20,28.971,6.4925,297.9
212.2,20,28.982,6.4887,298.24
212.4,20,28.992,6.4872,298.02
212.6,20,29.002,6.4903,297.86
212.8,20,29.011,6.4972,297.98
213.0,20,29.021,6.5053,297.85
213.2,20,29.03,6.5105,298.16
213.4,20,29.04,6.5155,297.96
213.6,20,29.051,6.5156,297.81
213.8,20,29.062,6.5101,297.93
214.0,20,29.072,6.5032,297.85
214.2,20,29.083,6.4991,298.0
214.4,20,29.094,6.4939,297.88
214.6,20,29.105,6.4881,298.16
214.8,20,29.114,6.485,297.97
215.0,20,29.124,6.4861,297.84
215.2,20,29.133,6.4909,297.92
215.4,20,29.142,6.499,297.84
215.6,20,29.15,6.5024,297.97
215.8,20,29.158,6.5047,297.86
216.0,20,29.167,6.5031,298.11
216.2,20,29.175,6.5031,297.94
216.4,20,29.184,6.5024,298.38
216.6,20,29.191,6.5015,298.11
216.8,20,29.199,6.5006,297.9
217.0,20,29.207,6.4996,298.06
217.2,20,29.214,6.497,297.89
217.4,20,29.221,6.498,298.28
217.6,20,29.228,6.4998,298.02
217.8,20,29.236,6.5005,297.84
218.0,20,29.243,6.4977,297.97
218.2,20,29.25,6.4921,297.84
218.4,20,29.256,6.4891,298.17
218.6,20,29.262,6.4849,297.96
218.8,20,29.268,6.4873,297.8
219.0,20,29.273,6.4924,297.93
219.2,20,29.277,6.4972,297.86
219.4,20,29.282,6.5019,298.01
219.6,20,29.286,6.5044,297.89
219.8,20,29.291,6.5056,298.16
220.0,20,29.296,6.5079,297.98
220.2,20,29.301,6.5089,297.85
220.4,20,29.306,6.507,297.94
220.6,20,29.311,6.508,297.86
220.8,20,29.317,6.5081,297.98
221.0,20,29.323,6.5034,297.88
221.2,20,29.328,6.4982,298.1
221.4,20,29.333,6.4919,297.94
221.6,20,29.337,6.4882,298.32
221.8,20,29.341,6.4873,298.08
222.0,20,29.345,6.4884,297.91
222.2,20,29.348,6.4905,298.03
222.4,20,29.351,6.4896,297.9
222.6,20,29.353,6.4899,298.18
222.8,20,29.354,6.4909,298.0
223.0,20,29.356,6.4961,297.87
223.2,20,29.357,6.5024,297.97
223.4,20,29.358,6.5073,297.86
223.6,20,29.36,6.5166,298.09
223.8,20,29.361,6.5235,297.95
224.0,20,29.363,6.5312,298.33
224.2,20,29.366,6.5347,298.12
224.4,20,29.37,6.5323,297.94
224.6,20,29.375,6.5271,298.11
224.8,20,29.381,6.517,297.97
225.0,20,29.388,6.5025,297.86
225.2,20,29.394,6.4901,297.93
225.4,20,29.399,6.4817,297.86
225.6,20,29.403,6.4786,297.97
225.8,20,29.407,6.4813,297.88
226.0,20,29.411,6.4856,298.06
226.2,20,29.414,6.4912,297.94
226.4,20,29.417,6.4965,298.24
226.6,20,29.42,6.5021,298.07
226.8,20,29.423,6.5055,297.93
227.0,20,29.427,6.5061,298.05
227.2,20,29.43,6.5042,297.94
227.4,20,29.434,6.4994,298.16
227.6,20,29.438,6.5002,298.02
227.8,20,29.441,6.4993,297.9
228.0,20,29.444,6.5014,297.98
228.2,20,29.447,6.5,297.89
228.4,20,29.45,6.4951,298.07
228.6,20,29.452,6.4856,297.95
228.8,20,29.454,6.4807,297.85
229.0,20,29.455,6.4743,297.92
229.2,20,29.455,6.4712,297.85
229.4,20,29.453,6.4706,297.95
229.6,20,29.451,6.4737,297.88
229.8,20,29.449,6.4843,297.98
230.0,20,29.445,6.4929,297.89
0.2,21,0.001,6.7105,297.64
0.4,21,0.00099955,6.677,297.87
0.6,21,0.0009991,6.645,297.85
0.8,21,0.00099863,6.6144,298.16
1.0,21,0.00099816,6.585,298.05
1.2,21,0.00099769,6.5566,297.96
1.4,21,0.00099722,6.5289,297.9
1.6,21,0.00099675,6.5066,298.06
1.8,21,0.00099628,6.485,298.0
2.0,21,0.00099579,6.4728,297.95
2.2,21,0.00099526,6.4754,297.93
2.4,21,0.0009947,6.4899,298.06
2.6,21,0.00099412,6.5071,298.02
2.8,21,0.00099355,6.5225,297.99
3.0,21,0.00099301,6.5245,297.97
3.2,21,0.00099248,6.5145,297.96
3.4,21,0.00099197,6.4973,297.96
3.6,21,0.00099145,6.4824,297.97
3.8,21,0.0009909,6.4763,297.98
4.0,21,0.00099032,6.4821,297.99
4.2,21,0.00098972,6.4967,298.01
4.4,21,0.00098911,6.5131,298.02
4.6,21,0.00098852,6.5226,298.03
4.8,21,0.00098795,6.5197,298.04
5.0,21,0.00098741,6.5072,298.05
5.2,21,0.00098689,6.4915,298.06
5.4,21,0.00098636,6.4811,298.07
5.6,21,0.00098581,6.479,298.09
5.8,21,0.00098522,6.4878,298.1
6.0,21,0.00098461,6.5008,298.12
6.2,21,0.00098401,6.5131,298.13
6.4,21,0.00098342,6.5177,298.14
6.6,21,0.00098285,6.5147,298.16
6.8,21,0.0009823,6.5041,298.18
7.0,21,0.00098176,6.4914,298.19
7.2,21,0.00098119,6.4851,298.21
7.4,21,0.00098061,6.4864,298.21
7.6,21,0.00098001,6.4953,298.2
7.8,21,0.0009794,6.5069,298.18
8.0,21,0.0009788,6.5136,298.18
8.2,21,0.00097822,6.5108,298.17
8.4,21,0.00097765,6.5019,298.17
8.6,21,0.00097708,6.4912,298.17
8.8,21,0.0009765,6.4845,298.16
9.0,21,0.00097589,6.484,298.17
9.2,21,0.00097526,6.4869,298.18
9.4,21,0.00097462,6.4918,298.2
9.6,21,0.00097396,6.4959,298.22
9.8,21,0.00097329,6.4979,298.22
10.0,21,0.00097262,6.4972,298.24
10.2,21,0.00097195,6.4964,298.25
10.4,21,0.00097126,6.4961,298.25
10.6,21,0.00097058,6.4929,298.23
10.8,21,0.00096988,6.4915,298.23
11.0,21,0.00096917,6.4946,298.2
11.2,21,0.00096845,6.5141,298.08
11.4,21,0.0009679,6.5484,297.92
11.6,21,0.00096755,6.5687,298.95
11.8,21,0.00096744,6.5604,298.63
12.0,21,0.0009678,6.5347,298.34
12.2,21,0.0009673,6.4871,298.17
12.4,21,0.00096677,6.4516,298.07
12.6,21,0.00096617,6.4436,298.01
12.8,21,0.0009655,6.4617,297.97
13.0,21,0.00096478,6.4907,297.93
13.2,21,0.00096403,6.5206,298.68
13.4,21,0.00096331,6.544,298.54
13.6,21,0.00096265,6.5518,298.38
13.8,21,0.00096206,6.5322,298.26
14.0,21,0.00096152,6.4974,298.18
14.2,21,0.00096097,6.4672,298.1
14.4,21,0.00096039,6.4538,298.05
14.6,21,0.00095976,6.461,297.98
14.8,21,0.0009591,6.4818,297.93
15.0,21,0.00095844,6.5041,298.56
15.2,21,0.00095778,6.5243,298.4
15.4,21,0.00095728,6.5379,298.26
15.6,21,0.00095717,6.54,298.15
15.8,21,0.00095734,6.5241,298.07
16.0,21,0.00095809,6.4982,298.03
16.2,21,0.00095739,6.4551,298.12
16.4,21,0.0009566,6.4304,298.18
16.6,21,0.00095573,6.4312,298.19
16.8,21,0.00095476,6.4472,298.19
17.0,21,0.00095374,6.4663,298.17
17.2,21,0.00095266,6.4849,298.16
17.4,21,0.00095157,6.5024,298.15
17.6,21,0.00095049,6.5176,298.12
17.8,21,0.00094943,6.5291,298.12
18.0,21,0.00094841,6.5387,298.1
18.2,21,0.00094744,6.5451,298.1
18.4,21,0.00094652,6.5477,298.1
18.6,21,0.00094567,6.5416,298.12
18.8,21,0.00094486,6.5253,298.13
19.0,21,0.00094409,6.5044,298.14
19.2,21,0.00094332,6.4849,298.15
19.4,21,0.00094252,6.4742,298.18
19.6,21,0.00094169,6.4737,298.2
19.8,21,0.00094083,6.4803,298.21
20.0,21,0.00093994,6.4888,298.19
20.2,21,0.00093881,6.474,298.26
20.4,21,0.00093763,6.4594,298.31
20.6,21,0.0009364,6.4497,298.31
20.8,21,0.00093511,6.4428,298.28
21.0,21,0.00093376,6.4389,298.25
21.2,21,0.00093232,6.4356,298.26
21.4,21,0.00093081,6.4343,298.25
21.6,21,0.00092924,6.4333,298.26
21.8,21,0.00092767,6.4338,298.26
22.0,21,0.00092611,6.4333,298.28
22.2,21,0.00092455,6.4339,298.27
22.4,21,0.00092299,6.4342,298.26
22.6,21,0.00092144,6.4341,298.26
22.8,21,0.0009199,6.4335,298.23
23.0,21,0.00091835,6.4333,298.2
23.2,21,0.00091682,6.4341,298.17
23.4,21,0.00091528,6.4353,298.15
23.6,21,0.00091376,6.4362,298.15
23.8,21,0.00091223,6.4373,298.12
24.0,21,0.00091071,6.4374,298.11
24.2,21,0.024811,6.4768,297.81
24.4,21,0.051604,6.514,299.61
24.6,21,0.07835,6.5467,299.04
24.8,21,0.10547,6.5754,298.51
25.0,21,0.13259,6.5957,298.16
25.2,21,0.16014,6.5967,297.97
25.4,21,0.18803,6.5689,297.84
25.6,21,0.21612,6.5246,298.96
25.8,21,0.2446,6.4747,298.74
26.0,21,0.2736,6.4446,298.48
26.2,21,0.30285,6.4453,298.26
26.4,21,0.33235,6.4642,298.08
26.6,21,0.36224,6.4899,297.96
26.8,21,0.39231,6.5143,297.88
27.0,21,0.42247,6.5349,298.71
27.2,21,0.45284,6.5456,298.56
27.4,21,0.48343,6.5416,298.39
27.6,21,0.51405,6.5183,298.27
27.8,21,0.54511,6.489,298.17
28.0,21,0.5767,6.4688,298.11
28.2,21,0.60654,6.4627,298.08
28.4,21,0.63678,6.4702,298.06
28.6,21,0.66727,6.4854,298.04
28.8,21,0.69837,6.5031,298.03
29.0,21,0.72972,6.518,298.01
29.2,21,0.76172,6.5269,298.0
29.4,21,0.79401,6.5291,298.01
29.6,21,0.82657,6.5227,298.01
29.8,21,0.85948,6.5065,298.02
30.0,21,0.89265,6.4891,298.04
30.2,21,0.92592,6.4777,298.04
30.4,21,0.95911,6.4774,298.04
30.6,21,0.99244,6.4831,298.04
30.8,21,1.0261,6.4927,298.02
31.0,21,1.0604,6.5043,297.99
31.2,21,1.0947,6.5125,297.97
31.4,21,1.1294,6.515,297.97
31.6,21,1.164,6.513,297.98
31.8,21,1.1989,6.508,297.97
32.0,21,1.2342,6.4997,297.95
32.2,21,1.2684,6.4901,298.68
32.4,21,1.3026,6.4845,298.63
32.6,21,1.3372,6.4858,298.53
32.8,21,1.372,6.4933,298.44
33.0,21,1.4068,6.5034,298.36
33.2,21,1.4417,6.5123,298.3
33.4,21,1.4768,6.5157,298.23
33.6,21,1.5122,6.5147,298.19
33.8,21,1.5479,6.509,298.16
34.0,21,1.584,6.5034,298.13
34.2,21,1.6203,6.4978,298.12
34.4,21,1.6569,6.4946,298.11
34.6,21,1.6936,6.4969,298.09
34.8,21,1.7303,6.5001,298.07
35.0,21,1.7673,6.5035,298.04
35.2,21,1.8047,6.5093,298.04
35.4,21,1.8422,6.5123,298.05
35.6,21,1.8801,6.5107,298.06
35.8,21,1.918,6.5045,298.06
36.0,21,1.9561,6.4969,298.05
36.2,21,1.9936,6.4916,298.04
36.4,21,2.0313,6.491,298.05
36.6,21,2.0689,6.4932,298.06
36.8,21,2.1073,6.4972,298.07
37.0,21,2.1461,6.5026,298.07
37.2,21,2.1851,6.5073,298.08
37.4,21,2.2243,6.5076,298.09
37.6,21,2.2639,6.5056,298.09
37.8,21,2.3038,6.5019,298.09
38.0,21,2.3439,6.4976,298.08
38.2,21,2.3843,6.4955,298.05
38.4,21,2.4246,6.4956,298.02
38.6,21,2.4651,6.4958,298.0
38.8,21,2.5059,6.4985,297.99
39.0,21,2.5466,6.5028,297.97
39.2,21,2.5877,6.5062,297.94
39.4,21,2.6289,6.5057,298.89
39.6,21,2.6703,6.5037,298.84
39.8,21,2.7117,6.5018,298.74
40.0,21,2.7537,6.4996,298.61
40.2,21,2.7947,6.4948,298.54
40.4,21,2.8364,6.4922,298.45
40.6,21,2.8784,6.4923,298.32
40.8,21,2.9208,6.4954,298.23
41.0,21,2.9631,6.5014,298.12
41.2,21,3.0059,6.5058,298.02
41.4,21,3.0489,6.5068,297.93
41.6,21,3.0921,6.5063,298.92
41.8,21,3.1355,6.5053,298.75
42.0,21,3.179,6.5046,298.57
42.2,21,3.2227,6.5025,298.41
42.4,21,3.2668,6.5005,298.3
42.6,21,3.3111,6.4983,298.21
42.8,21,3.3558,6.4959,298.12
43.0,21,3.4006,6.4966,298.07
43.2,21,3.4453,6.4988,298.03
43.4,21,3.49,6.5007,297.98
43.6,21,3.5352,6.5044,297.95
43.8,21,3.5808,6.5078,298.77
44.0,21,3.6267,6.5099,298.65
44.2,21,3.6719,6.5067,298.49
44.4,21,3.7178,6.5031,298.36
44.6,21,3.7643,6.4986,298.24
44.8,21,3.8109,6.497,298.14
45.0,21,3.8577,6.4957,298.08
45.2,21,3.9046,6.4949,298.04
45.4,21,3.9517,6.4983,298.0
45.6,21,3.9988,6.5013,297.97
45.8,21,4.0462,6.5037,297.94
46.0,21,4.0936,6.5062,298.63
46.2,21,4.1415,6.5075,298.58
46.4,21,4.1895,6.5082,298.44
46.6,21,4.2377,6.5072,298.31
46.8,21,4.2863,6.5047,298.21
47.0,21,4.3347,6.5011,298.15
47.2,21,4.383,6.4985,298.11
47.4,21,4.4314,6.4984,298.07
47.6,21,4.4798,6.4991,298.02
47.8,21,4.5284,6.5012,298.0
48.0,21,4.5773,6.5017,297.97
48.2,21,4.6263,6.4991,297.96
48.4,21,4.6754,6.4956,297.95
48.6,21,4.7242,6.4957,298.55
48.8,21,4.7734,6.4946,298.47
49.0,21,4.8224,6.4953,298.36
49.2,21,4.8714,6.4987,298.26
49.4,21,4.9206,6.5023,298.18
49.6,21,4.9698,6.5048,298.11
49.8,21,5.0193,6.506,298.07
50.0,21,5.0688,6.5074,298.04
50.2,21,5.1101,6.5039,297.91
50.4,21,5.1516,6.5005,298.52
50.6,21,5.1928,6.4977,298.32
50.8,21,5.2342,6.4943,298.13
51.0,21,5.2755,6.4928,297.99
51.2,21,5.3168,6.4926,297.91
51.4,21,5.3583,6.4932,298.25
51.6,21,5.3998,6.4951,298.15
51.8,21,5.4415,6.4959,298.04
52.0,21,5.4836,6.4969,297.97
52.2,21,5.5256,6.4966,297.93
52.4,21,5.5671,6.4964,298.18
52.6,21,5.6085,6.4961,298.13
52.8,21,5.6499,6.4979,298.07
53.0,21,5.6916,6.4997,298.03
53.2,21,5.7334,6.5017,298.0
53.4,21,5.7753,6.5021,297.99
53.6,21,5.817,6.5015,297.98
53.8,21,5.859,6.5011,297.96
54.0,21,5.9011,6.5,297.96
54.2,21,5.9432,6.4996,297.96
54.4,21,5.9851,6.4976,297.96
54.6,21,6.0271,6.4974,297.95
54.8,21,6.0692,6.4988,297.95
55.0,21,6.1112,6.5011,298.09
55.2,21,6.1534,6.5034,298.07
55.4,21,6.1952,6.506,298.04
55.6,21,6.2369,6.5066,298.02
55.8,21,6.2786,6.5053,298.0
56.0,21,6.3204,6.5051,297.99
56.2,21,6.362,6.5036,298.0
56.4,21,6.4038,6.5024,298.0
56.6,21,6.4453,6.5019,297.99
56.8,21,6.4873,6.5002,297.99
57.0,21,6.5293,6.4989,297.98
57.2,21,6.5711,6.4983,297.98
57.4,21,6.6129,6.4979,297.98
57.6,21,6.6549,6.4971,297.98
57.8,21,6.697,6.4983,297.98
58.0,21,6.7389,6.5009,297.97
58.2,21,6.7807,6.5044,297.97
58.4,21,6.8224,6.5073,297.97
58.6,21,6.8641,6.5082,297.98
58.8,21,6.9058,6.5092,297.98
59.0,21,6.9475,6.5084,297.98
59.2,21,6.9889,6.5073,297.98
59.4,21,7.03,6.5048,297.97
59.6,21,7.0713,6.502,297.97
59.8,21,7.1126,6.4995,297.98
60.0,21,7.1537,6.4993,297.98
60.2,21,7.1946,6.4992,297.98
60.4,21,7.2358,6.4973,297.99
60.6,21,7.2771,6.4966,297.99
60.8,21,7.3183,6.4963,297.99
61.0,21,7.3596,6.4956,298.0
61.2,21,7.4009,6.4941,298.0
61.4,21,7.442,6.4948,298.0
61.6,21,7.4831,6.498,298.0
61.8,21,7.5243,6.5002,298.0
62.0,21,7.5651,6.5036,298.0
62.2,21,7.6064,6.5052,298.0
62.4,21,7.6474,6.506,297.99
62.6,21,7.6884,6.5049,297.99
62.8,21,7.7294,6.5044,297.99
63.0,21,7.7703,6.5023,297.99
63.2,21,7.811,6.4998,297.98
63.4,21,7.8515,6.498,297.98
63.6,21,7.892,6.4977,297.99
63.8,21,7.9328,6.4991,297.99
64.0,21,7.9736,6.4996,297.99
64.2,21,8.0151,6.4989,297.99
64.4,21,8.0561,6.4994,298.0
64.6,21,8.097,6.4996,298.0
64.8,21,8.1376,6.4993,298.0
65.0,21,8.179,6.4988,298.0
65.2,21,8.22,6.4992,298.0
65.4,21,8.2604,6.5009,298.0
65.6,21,8.3007,6.5024,297.99
65.8,21,8.3408,6.5048,297.98
66.0,21,8.3805,6.5067,297.98
66.2,21,8.4198,6.5067,297.97
66.4,21,8.459,6.5069,297.97
66.6,21,8.4975,6.5067,297.96
66.8,21,8.536,6.5058,297.95
67.0,21,8.5745,6.5023,297.94
67.2,21,8.6131,6.5001,297.97
67.4,21,8.6521,6.4982,297.96
67.6,21,8.691,6.4982,297.95
67.8,21,8.7288,6.5006,297.97
68.0,21,8.7663,6.5007,297.95
68.2,21,8.8038,6.4997,297.94
68.4,21,8.8418,6.4971,297.96
68.6,21,8.8794,6.4939,297.95
68.8,21,8.9172,6.4935,298.0
69.0,21,8.955,6.4954,297.98
69.2,21,8.9925,6.4973,297.96
69.4,21,9.0297,6.4985,297.94
69.6,21,9.0667,6.5017,297.96
69.8,21,9.1034,6.5058,297.95
70.0,21,9.1401,6.5093,298.0
70.2,21,9.1768,6.5089,297.97
70.4,21,9.2136,6.5065,297.95
70.6,21,9.2503,6.5042,297.94
70.8,21,9.2869,6.5042,297.96
71.0,21,9.323,6.5047,297.94
71.2,21,9.3588,6.5052,297.98
71.4,21,9.3946,6.5047,297.96
71.6,21,9.4309,6.5027,297.94
71.8,21,9.4672,6.5033,297.97
72.0,21,9.5031,6.5049,297.95
72.2,21,9.5395,6.5024,298.01
72.4,21,9.5759,6.5003,297.99
72.6,21,9.612,6.5002,297.97
72.8,21,9.6479,6.4991,297.95
73.0,21,9.6837,6.4985,297.97
73.2,21,9.7191,6.4982,297.95
73.4,21,9.7547,6.4977,297.94
73.6,21,9.7912,6.4971,297.96
73.8,21,9.8275,6.4985,297.96
74.0,21,9.864,6.4985,297.95
74.2,21,9.9007,6.497,297.97
74.4,21,9.9369,6.4961,297.96
74.6,21,9.9726,6.4967,297.95
74.8,21,10.008,6.4986,297.97
75.0,21,10.044,6.5002,297.96
75.2,21,10.091,6.5037,298.03
75.4,21,10.137,6.5042,298.08
75.6,21,10.184,6.5068,298.12
75.8,21,10.23,6.5077,298.14
76.0,21,10.276,6.5077,298.16
76.2,21,10.326,6.498,298.21
76.4,21,10.376,6.4857,298.24
76.6,21,10.426,6.4772,298.25
76.8,21,10.475,6.4736,298.26
77.0,21,10.525,6.4765,298.26
77.2,21,10.574,6.4823,298.27
77.4,21,10.623,6.4865,298.27
77.6,21,10.672,6.4909,298.26
77.8,21,10.721,6.4962,298.26
78.0,21,10.77,6.5016,298.24
78.2,21,10.819,6.5065,298.22
78.4,21,10.868,6.5118,298.2
78.6,21,10.918,6.5151,298.17
78.8,21,10.967,6.5185,298.16
79.0,21,11.017,6.5211,298.15
79.2,21,11.067,6.5228,298.13
79.4,21,11.118,6.5213,298.11
79.6,21,11.168,6.5167,298.1
79.8,21,11.219,6.5107,298.1
80.0,21,11.27,6.5035,298.11
80.2,21,11.315,6.5102,298.06
80.4,21,11.359,6.5152,298.01
80.6,21,11.404,6.5172,297.96
80.8,21,11.448,6.5165,297.92
81.0,21,11.492,6.5124,298.39
81.2,21,11.536,6.5061,298.36
81.4,21,11.581,6.4976,298.3
81.6,21,11.625,6.4919,298.24
81.8,21,11.668,6.4895,298.19
82.0,21,11.712,6.4916,298.13
82.2,21,11.756,6.4954,298.09
82.4,21,11.8,6.4998,298.05
82.6,21,11.843,6.5046,298.02
82.8,21,11.887,6.509,297.99
83.0,21,11.931,6.5118,297.97
83.2,21,11.974,6.5083,297.96
83.4,21,12.019,6.502,297.96
83.6,21,12.063,6.4932,297.96
83.8,21,12.108,6.4864,297.96
84.0,21,12.152,6.485,297.96
84.2,21,12.195,6.4893,297.96
84.4,21,12.239,6.4949,297.96
84.6,21,12.283,6.5026,297.96
84.8,21,12.327,6.5072,297.96
85.0,21,12.371,6.5116,297.96
85.2,21,12.415,6.5143,297.96
85.4,21,12.459,6.5124,297.97
85.6,21,12.504,6.5109,297.98
85.8,21,12.549,6.5074,297.98
86.0,21,12.594,6.5032,297.99
86.2,21,12.64,6.499,298.01
86.4,21,12.687,6.4938,298.02
86.6,21,12.733,6.4924,298.04
86.8,21,12.78,6.4934,298.04
87.0,21,12.826,6.4969,298.05
87.2,21,12.872,6.5015,298.06
87.4,21,12.918,6.507,298.07
87.6,21,12.965,6.5084,298.09
87.8,21,13.013,6.5058,298.11
88.0,21,13.059,6.5034,298.13
88.2,21,13.105,6.4991,298.13
88.4,21,13.151,6.4947,298.12
88.6,21,13.196,6.4911,298.11
88.8,21,13.241,6.4883,298.1
89.0,21,13.286,6.4884,298.09
89.2,21,13.33,6.4922,298.07
89.4,21,13.375,6.4985,298.06
89.6,21,13.419,6.505,298.04
89.8,21,13.463,6.5095,298.03
90.0,21,13.508,6.5122,298.02
90.2,21,13.552,6.5128,298.01
90.4,21,13.597,6.5102,298.0
90.6,21,13.642,6.5057,298.0
90.8,21,13.687,6.4978,297.98
91.0,21,13.732,6.4921,297.97
91.2,21,13.778,6.4889,297.97
91.4,21,13.823,6.489,297.96
91.6,21,13.869,6.4909,297.95
91.8,21,13.914,6.4952,297.95
92.0,21,13.959,6.5016,297.95
92.2,21,14.003,6.5081,298.35
92.4,21,14.046,6.5144,298.36
92.6,21,14.09,6.5176,298.33
92.8,21,14.134,6.5168,298.29
93.0,21,14.178,6.5133,298.25
93.2,21,14.221,6.5075,298.2
93.4,21,14.265,6.5035,298.17
93.6,21,14.309,6.4973,298.14
93.8,21,14.353,6.4913,298.12
94.0,21,14.396,6.4873,298.1
94.2,21,14.439,6.4875,298.07
94.4,21,14.48,6.4929,298.05
94.6,21,14.521,6.4988,298.03
94.8,21,14.561,6.5062,298.02
95.0,21,14.602,6.5112,298.02
95.2,21,14.644,6.5095,298.01
95.4,21,14.684,6.5063,298.0
95.6,21,14.724,6.5044,297.99
95.8,21,14.764,6.5002,297.98
96.0,21,14.804,6.4965,297.97
96.2,21,14.844,6.4924,297.95
96.4,21,14.884,6.4886,297.95
96.6,21,14.924,6.4881,298.29
96.8,21,14.963,6.4926,298.3
97.0,21,15.003,6.4963,298.27
97.2,21,15.043,6.5003,298.24
97.4,21,15.084,6.505,298.2
97.6,21,15.125,6.5098,298.16
97.8,21,15.166,6.5114,298.13
98.0,21,15.208,6.5118,298.1
98.2,21,15.249,6.5101,298.07
98.4,21,15.29,6.5067,298.04
98.6,21,15.331,6.5006,298.02
98.8,21,15.371,6.4974,298.0
99.0,21,15.411,6.4943,297.99
99.2,21,15.45,6.4921,297.97
99.4,21,15.49,6.4938,297.95
99.6,21,15.529,6.4985,298.24
99.8,21,15.569,6.5014,298.24
100.0,21,15.608,6.5015,298.21
100.2,21,15.647,6.5301,298.19
100.4,21,15.686,6.5508,298.17
100.6,21,15.727,6.5465,298.16
100.8,21,15.769,6.5277,298.16
101.0,21,15.811,6.5028,298.16
101.2,21,15.852,6.4788,298.16
101.4,21,15.894,6.4627,298.16
101.6,21,15.935,6.4578,298.16
101.8,21,15.976,6.4637,298.17
102.0,21,16.016,6.4762,298.18
102.2,21,16.057,6.4672,298.18
102.4,21,16.096,6.4619,298.17
102.6,21,16.135,6.4657,298.15
102.8,21,16.172,6.4768,298.12
103.0,21,16.209,6.4925,298.09
103.2,21,16.246,6.5069,298.07
103.4,21,16.284,6.5192,298.05
103.6,21,16.321,6.5264,298.02
103.8,21,16.358,6.53,297.99
104.0,21,16.395,6.5337,297.95
104.2,21,16.433,6.5291,298.38
104.4,21,16.471,6.5191,298.38
104.6,21,16.509,6.5056,298.35
104.8,21,16.548,6.4924,298.32
105.0,21,16.586,6.4851,298.29
105.2,21,16.625,6.4807,298.26
105.4,21,16.662,6.4809,298.22
105.6,21,16.699,6.4845,298.19
105.8,21,16.735,6.4896,298.16
106.0,21,16.771,6.4993,298.14
106.2,21,16.806,6.5108,298.11
106.4,21,16.841,6.5175,298.08
106.6,21,16.877,6.5186,298.03
106.8,21,16.914,6.5145,297.98
107.0,21,16.95,6.5072,297.93
107.2,21,16.987,6.5001,298.36
107.4,21,17.023,6.4988,298.34
107.6,21,17.06,6.4968,298.29
107.8,21,17.096,6.4978,298.24
108.0,21,17.132,6.502,298.19
108.2,21,17.168,6.5036,298.14
108.4,21,17.205,6.5045,298.09
108.6,21,17.242,6.5061,298.05
108.8,21,17.277,6.5079,298.01
109.0,21,17.313,6.5046,297.98
109.2,21,17.349,6.5022,297.95
109.4,21,17.385,6.4993,298.27
109.6,21,17.42,6.4978,298.26
109.8,21,17.456,6.4968,298.22
110.0,21,17.49,6.4998,298.17
110.2,21,17.524,6.5043,298.11
110.4,21,17.558,6.5058,298.06
110.6,21,17.593,6.5039,298.01
110.8,21,17.626,6.5036,297.96
111.0,21,17.66,6.5019,297.91
111.2,21,17.693,6.4988,298.13
111.4,21,17.726,6.4939,298.09
